Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Asus,Gaming,16,3,11.29144453,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,11.219074,No,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,11.219074,No,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,11.12996542,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,10.5108023,No,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,10.76565826,No,Yes,127.3356746,Intel Core i5,1000,128,AMD,Others
Lenovo,Notebook,8,2.02,11.17598592,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.65892197,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.10461124,No,No,100.4546699,Intel Core i3,2000,0,Nvidia,Others
Dell,Notebook,4,2.3,10.34717287,No,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,11.20322352,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.98617623,No,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2,10.73249342,No,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2,11.14491104,No,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,9.88635767,No,Yes,165.6321181,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,11.38348535,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,11.19739685,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,10.65693,No,No,141.2119981,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,9.96449738,No,No,141.2119981,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,11.47054726,No,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,10.73132995,No,Yes,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,11.219074,Yes,No,276.0535301,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,10.5766145,No,No,157.3505121,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,11.01872094,No,Yes,276.0535301,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,10.65766962,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Asus,Notebook,4,2,9.830632948,No,No,100.4546699,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,10.5344678,No,No,141.2119981,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,10.64124474,No,No,157.3505121,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,10.11188321,No,No,141.2119981,Intel Core i5,1000,0,Intel,Others
HP,Notebook,4,1.86,9.959497307,No,No,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,11.43085951,No,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,10.18816712,No,No,141.2119981,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,10.99395387,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.87619764,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,10.27478597,No,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,11.13017638,No,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2,9.387207078,No,No,100.4546699,Other Intel Processor,500,0,Intel,Others
Mediacom,Notebook,4,1.35,9.516824571,No,Yes,165.6321181,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,10.83096982,No,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,10.3192657,No,Yes,141.2119981,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,10.40188766,No,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,9.830632948,Yes,Yes,189.9057905,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,10.42128085,No,No,141.2119981,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,11.55880855,Yes,Yes,276.0535301,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,11.9815952,No,Yes,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,10.70777173,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,11.35269474,Yes,Yes,331.2642361,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,10.8414521,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,10.58085895,No,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,9.816202684,No,No,141.2119981,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,10.87326597,No,No,111.9352036,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,11.50442491,No,No,106.1130621,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,9.93914037,No,No,111.9352036,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,10.45099374,No,Yes,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,10.69698673,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,10.50497986,No,No,141.2119981,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,9.493013923,No,No,157.3505121,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,11.50657736,Yes,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,11.86276961,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,11.88725155,No,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,10.59431336,No,No,141.2119981,Intel Core i7,0,256,AMD,Others
Mediacom,Notebook,4,1.45,9.93914037,No,Yes,157.3505121,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,10.89180021,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,10.55342238,No,No,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,11.31340248,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,9.662536383,No,No,135.0942112,Other Intel Processor,0,0,Intel,Others
MSI,Gaming,16,4.5,11.73730601,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,11.28744719,No,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.39793473,No,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,10.38737929,Yes,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,11.45429585,No,Yes,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,10.58085895,Yes,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,10.83096982,No,No,141.2119981,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,10.37747822,Yes,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,11.41335615,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,10.24654946,No,No,127.3356746,Intel Core i3,500,0,Intel,Others
Lenovo,Notebook,8,2.29,10.10461124,No,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.58888601,Yes,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,11.2712961,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,11.39613993,Yes,No,176.2325736,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,11.45033321,Yes,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,11.08134716,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,10.4805675,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,9.771618777,No,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,11.67131902,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.11759843,No,No,100.4546699,Intel Core i3,1000,0,AMD,Others
MSI,Gaming,16,1.8,11.71579055,No,No,282.4239962,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,11.219074,No,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,10.31061528,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2,11.14491104,Yes,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,9.830632948,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,12.47234741,No,Yes,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,10.7543573,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,10.07116034,No,No,100.4546699,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,2.25,9.858883415,No,No,100.4546699,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,1.93,10.74290415,No,No,100.4546699,Intel Core i5,500,0,Intel,Others
Asus,Gaming,8,3,11.03860919,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.31944146,No,No,141.2119981,Intel Core i5,0,128,AMD,Others
HP,Ultrabook,8,1.84,11.21190037,No,No,141.2119981,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,11.70215296,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,9.913097231,Yes,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,2.31,11.00021006,No,No,111.9352036,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,11.26517155,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,10.62971355,No,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,10.65892197,No,No,100.4546699,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,10.81289384,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.77684406,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,9.452024578,No,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.12402932,No,No,141.2119981,Intel Core i5,0,128,Intel,Others
Asus,2 in 1 Convertible,6,1.5,10.43548113,Yes,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2,11.48215281,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11.52517019,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,11.27468249,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,10.69578118,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.3368635,No,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2,9.964522443,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,10.78528442,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,11.50871983,Yes,No,276.0535301,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,9.493013923,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.44716313,Yes,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,11.75836829,Yes,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,10.98677501,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,10.23111911,No,No,107.9856456,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,11.77940433,No,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,11.03946499,No,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,4,2.4,10.08480861,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,9.588689133,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,10.79884715,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,11.83844306,No,No,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,11.07641294,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.3432696,No,Yes,176.2325736,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,11.91257852,No,Yes,127.3356746,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,10.53941655,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Dell,Ultrabook,8,1.2,11.25481089,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,11.05878107,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,9.87518437,No,No,100.4546699,Intel Core i3,500,0,Intel,Others
Toshiba,Notebook,8,2,10.9453517,No,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,10.79884715,No,No,141.2119981,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,11.00994896,No,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,11.06229896,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,12.02988349,No,Yes,254.6713491,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,11.08951714,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.01343195,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.25782777,No,No,141.2119981,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,10.2652766,No,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11.27992229,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,10.1861611,No,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,10.83727237,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,10.58894524,No,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2,11.11283946,No,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,9.996584376,No,No,100.4546699,Intel Core i3,0,128,Intel,Others
Microsoft,Ultrabook,8,1.252,11.50810434,Yes,No,200.8425599,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,10.68236224,No,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,10.91675108,Yes,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9.830632948,No,No,100.4546699,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,10.52521177,Yes,Yes,157.3505121,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,11.1410545,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11.00994896,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,10.18011879,Yes,No,135.0942112,Other Intel Processor,0,0,Intel,Others
LG,Ultrabook,8,1.09,11.71579055,No,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,11.14491104,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,10.8812141,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,10.01343195,No,No,100.4546699,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,11.60164378,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,10.52521177,No,Yes,127.3356746,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,11.28811452,Yes,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,11.91783442,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,10.39328954,No,No,100.4546699,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,10.27757542,No,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,10.31944146,No,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,9.737612409,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,9.902487052,No,No,111.9352036,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,4,1.7,10.52521177,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,11.52936664,No,No,127.3356746,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,11.83497418,Yes,No,209.8006829,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,10.85594511,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,9.570272406,No,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,11.4423605,Yes,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,10.48134509,Yes,No,176.2325736,Other Intel Processor,0,0,Intel,Others
Toshiba,Ultrabook,16,1.36,11.51299106,Yes,No,165.6321181,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,10.5108023,No,Yes,141.2119981,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,10.68364511,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,9.964522443,No,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,10.03701795,No,No,100.4546699,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,10.40761648,No,No,141.2119981,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,10.08480861,No,No,100.4546699,Intel Core i3,500,0,Intel,Others
Dell,Notebook,8,2.18,10.65390314,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,10.8823158,Yes,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,11.501201,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,11.0581096,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,10.46021153,No,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,11.10565954,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,10.96857615,No,No,157.3505121,Intel Core i5,0,256,Nvidia,Others
Dell,Notebook,8,1.98,10.56311104,No,No,141.2119981,Intel Core i5,1000,0,Intel,Others
Asus,Notebook,4,1.5,9.672654513,No,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,11.23865235,No,No,141.2119981,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,10.72908062,No,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,11.04798293,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,9.672654513,No,No,100.4546699,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,9.555290852,No,Yes,161.7253908,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,11.06563786,No,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,11.40605469,No,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,10.70490709,Yes,Yes,117.8265301,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,11.28811452,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,12.1806155,No,No,254.6713491,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11.18229434,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,10.16976231,No,No,100.4546699,Intel Core i5,1000,0,Intel,Others
Dell,Notebook,8,2.2,10.55342238,No,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,10.45099374,Yes,No,165.6321181,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,10.35486967,No,No,100.4546699,Intel Core i5,1000,0,AMD,Others
HP,Notebook,4,2.1,10.16792352,No,No,141.2119981,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,4.2,11.54342363,No,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,2.25,10.45099374,No,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,10.45253339,No,No,141.2119981,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,2.4,10.3017105,No,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,1.44,10.84249431,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,10.63357207,No,No,141.2119981,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,11.76667054,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,10.46628456,Yes,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,11.62262162,No,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.4,9.993667504,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2,11.07145425,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2,10.47534807,No,No,100.4546699,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,11.31184669,Yes,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,10.8823158,Yes,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,12.0769357,No,Yes,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,9.774653681,No,No,111.9352036,Other Intel Processor,0,0,Intel,Others
Samsung,Ultrabook,16,0.81,11.38348535,No,No,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,10.2652766,No,No,141.2119981,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,11.00261819,No,No,111.9352036,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3,12.36241772,No,Yes,127.3356746,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,10.13887583,Yes,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,1.84,11.52517019,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,10.3368635,No,No,100.4546699,Intel Core i5,1000,0,Nvidia,Others
Lenovo,Ultrabook,4,1.7,10.97498349,No,No,157.3505121,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,10.72067972,No,No,100.4546699,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,11.06480418,Yes,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,10.97771698,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,2.59,11.32864295,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,11.93727636,No,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.1,10.37082262,No,No,100.4546699,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.5,10.93019989,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,16,1.18,11.50335501,No,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,1.1,11.3273609,Yes,No,234.5074,Intel Core i5,0,256,Intel,Others
Asus,Ultrabook,8,1.2,11.00464859,No,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.65,10.71962021,No,No,117.8265301,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,10.46019626,No,No,117.8265301,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.8,10.12901686,No,No,90.58340172,Other Intel Processor,1000,0,Nvidia,Windows
Dell,Gaming,16,2.72,10.97771698,Yes,Yes,282.4239962,Intel Core i7,1000,128,Nvidia,Windows
Samsung,Ultrabook,8,1.31,11.35269474,Yes,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.1,9.672654513,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Notebook,16,2.3,11.04990644,No,No,141.2119981,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,11.47054726,Yes,No,146.860478,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,1.75,10.90311893,No,Yes,111.9352036,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,2.62,10.97771698,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,1.26,11.1016483,No,No,125.367428,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,10.70777173,Yes,No,141.2119981,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,11.74620626,No,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
